,STATE/UT,YEAR,POPULATION,MALES,FEMALES,MALES(per_100k),FEMALES(per_100k),TOTAL IPC CRIMES,TOTAL IPC CRIMES(per_100k),ARSON,ARSON(per_100k),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(per_100k),ATTEMPT TO MURDER,ATTEMPT TO MURDER(per_100k),AUTO THEFT,AUTO THEFT(per_100k),BURGLARY,BURGLARY(per_100k),CAUSING DEATH BY NEGLIGENCE,CAUSING DEATH BY NEGLIGENCE(per_100k),CHEATING,CHEATING(per_100k),COUNTERFIETING,COUNTERFIETING(per_100k),CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST(per_100k),CRUELTY BY HUSBAND OR HIS RELATIVES,CRUELTY BY HUSBAND OR HIS RELATIVES(per_100k),CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER(per_100k),CUSTODIAL RAPE,CUSTODIAL RAPE(per_100k),DACOITY,DACOITY(per_100k),DOWRY DEATHS,DOWRY DEATHS(per_100k),HURT/GREVIOUS HURT,HURT/GREVIOUS HURT(per_100k),IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES(per_100k),INSULT TO MODESTY OF WOMEN,INSULT TO MODESTY OF WOMEN(per_100k),KIDNAPPING & ABDUCTION,KIDNAPPING & ABDUCTION(per_100k),KIDNAPPING AND ABDUCTION OF OTHERS,KIDNAPPING AND ABDUCTION OF OTHERS(per_100k),KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS(per_100k),MURDER,MURDER(per_100k),OTHER RAPE,OTHER RAPE(per_100k),OTHER THEFT,OTHER THEFT(per_100k),PREPARATION AND ASSEMBLY FOR DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY(per_100k),RAPE,RAPE(per_100k),RIOTS,RIOTS(per_100k),ROBBERY,ROBBERY(per_100k),THEFT,THEFT(per_100k),OTHER IPC CRIMES,OTHER IPC CRIMES(per_100k)
111,Assam,2004,27878,14377,13501,51571.13135806012,48428.86864193988,81350,291807.1597675587,758,2718.9898844967356,1766,6334.744242772078,820,2941.38747399383,1370,4914.269316306765,5088,18250.950570342207,4478,16062.845254322405,1730,6205.610158547959,114,408.9246000430447,1172,4204.031853074109,3890,13953.655211995123,126,451.9692947844178,0,0.0,720,2582.6816844823875,148,530.8845684769352,11822,42406.19843604276,0,0.0,22,78.9152736925174,3812,13673.864696176197,708,2539.6369897410145,3104,11134.227706435182,2428,8709.376569337828,2342,8400.889590357987,10362,37169.093909175695,62,222.39758949709451,2342,8400.889590357987,7230,25934.42858167731,1010,3622.928474065571,11732,42083.36322548246,20080,72028.1225338977
112,Bihar,2004,87745,45651,42094,52026.896119437006,47973.103880562994,216120,246304.63274260642,1414,1611.4878340646192,1408,1604.649837597584,5990,6826.599806256767,4166,4747.8488802780785,6350,7236.8795942788765,4810,5481.793834406519,5528,6300.074078295059,114,129.92193287366803,3402,3877.143996808935,5358,6106.330845062396,560,638.2130035899481,2,2.2793321556783863,2638,3006.439113339791,2058,2345.4327881930594,22462,25599.17944042396,70,79.77662544874352,26,29.63131802381902,6826,7779.3606473303325,4832,5506.866488118982,1994,2272.494159211351,7896,8998.80335061827,2778,3165.9923642372787,18060,20582.369365775827,290,330.503162573366,2780,3168.271696392957,19586,22321.499800558435,5972,6806.0858168556615,22226,25330.218246053904,88356,100696.33597355973
113,Chandigarh,2004,1000,571,430,57099.99999999999,43000.0,5778,577800.0,0,0.0,40,4000.0,38,3800.0,1306,130600.0,372,37200.0,10,1000.0,270,27000.0,8,800.0,46,4600.0,146,14599.999999999998,20,2000.0,0,0.0,0,0.0,12,1200.0,130,13000.0,0,0.0,36,3599.9999999999995,108,10800.0,22,2200.0,86,8600.0,44,4400.0,38,3800.0,1612,161200.0,4,400.0,38,3800.0,86,8600.0,12,1200.0,2918,291800.0,1440,144000.0
114,Chhattisgarh,2004,21904,11002,10902,50228.26880934989,49771.73119065011,83854,382825.05478451424,484,2209.6420745069395,3322,15166.17969320672,1238,5651.935719503287,2632,12016.070124178232,7440,33966.398831263694,3434,15677.501826150476,848,3871.4390065741422,84,383.4915997078159,202,922.2059897735572,1482,6765.887509130753,50,228.2688093498904,0,0.0,212,967.8597516435356,142,648.2834185536889,7798,35600.80350620891,0,0.0,262,1196.1285609934257,428,1953.981008035062,80,365.2300949598247,348,1588.7509130752376,1854,8464.207450693937,1938,8847.699050401752,7396,33765.522279035795,16,73.04601899196494,1938,8847.699050401752,1580,7213.294375456538,726,3314.4631117604094,10028,45781.592403214025,40286,183920.7450693937
115,D&N Haveli,2004,240,142,97,59166.666666666664,40416.666666666664,818,340833.3333333333,4,1666.6666666666667,10,4166.666666666666,8,3333.3333333333335,40,16666.666666666664,40,16666.666666666664,16,6666.666666666667,44,18333.333333333332,0,0.0,24,10000.0,6,2500.0,0,0.0,0,0.0,6,2500.0,0,0.0,70,29166.666666666668,0,0.0,0,0.0,24,10000.0,10,4166.666666666666,14,5833.333333333333,22,9166.666666666666,14,5833.333333333333,66,27500.000000000004,0,0.0,14,5833.333333333333,34,14166.666666666666,4,1666.6666666666667,106,44166.666666666664,386,160833.33333333334
116,Daman & Diu,2004,194,115,79,59278.35051546392,40721.64948453608,396,204123.71134020618,4,2061.855670103093,2,1030.9278350515465,2,1030.9278350515465,24,12371.134020618558,70,36082.47422680412,50,25773.195876288657,10,5154.639175257732,0,0.0,8,4123.711340206186,8,4123.711340206186,0,0.0,0,0.0,0,0.0,0,0.0,34,17525.77319587629,0,0.0,0,0.0,4,2061.855670103093,4,2061.855670103093,0,0.0,6,3092.7835051546394,2,1030.9278350515465,30,15463.917525773197,0,0.0,2,1030.9278350515465,38,19587.628865979383,2,1030.9278350515465,54,27835.051546391755,102,52577.31958762887
117,Delhi UT,2004,15129,8330,6799,55059.81889087184,44940.18110912816,107246,708876.9912089366,76,502.3464868795029,1202,7945.006279331086,1038,6860.995439222685,17746,117297.90468636394,3750,24786.833234186,866,5724.106021548021,4644,30696.014277215945,88,581.6643532288982,890,5882.74175424681,2508,16577.434067023598,160,1057.5715513252694,0,0.0,60,396.58933174697603,252,1665.675193337299,3560,23530.96701698724,0,0.0,260,1718.5537709035625,2418,15982.550069403134,656,4336.043360433604,1762,11646.506708969528,962,6358.648952343182,1102,7284.024059752793,20242,133796.02088703815,270,1784.651992861392,1102,7284.024059752793,134,885.7161742349131,922,6094.256064511865,37988,251093.92557340206,44096,291466.71954524424
118,Goa,2004,1409,730,680,51809.794180269695,48261.1781405252,4254,301916.25266146206,14,993.61249112846,46,3264.7267565649395,12,851.6678495386799,240,17033.3569907736,522,37047.551454932574,432,30660.04258339248,122,8658.62313697658,0,0.0,98,6955.28743789922,34,2413.05890702626,10,709.7232079488999,0,0.0,10,709.7232079488999,4,283.88928317956,340,24130.5890702626,0,0.0,30,2129.1696238467,26,1845.2803406671399,6,425.83392476933994,20,1419.4464158977999,80,5677.785663591199,74,5251.95173882186,766,54364.79772888574,0,0.0,74,5251.95173882186,66,4684.17317246274,36,2555.00354861604,1006,71398.15471965933,1292,91696.23846699786
119,Gujarat,2004,53290,27827,25463,52218.052167386,47781.947832613994,210938,395830.36216926255,776,1456.183148808407,1514,2841.058359917433,938,1760.1801463689246,13862,26012.385062863574,11656,21872.771626946895,7916,14854.56933758679,3452,6477.763182585851,244,457.8720210170764,3224,6049.9155563895665,7910,14843.310189528991,54,101.33233252017264,0,0.0,720,1351.0977669356353,116,217.67686245074123,24524,46019.891161568776,0,0.0,328,615.5000938262339,2266,4252.204916494652,456,855.6952523925689,1810,3396.5096641020828,2226,4177.143929442672,678,1272.2837305310563,23240,43610.433477200226,30,56.2957402889848,678,1272.2837305310563,3198,6001.12591480578,2272,4263.464064552449,37102,69622.8185400638,99794,187265.90354663163
120,Haryana,2004,22450,12088,10362,53844.09799554566,46155.90200445434,78192,348293.98663697107,190,846.3251670378619,806,3590.200445434298,882,3928.730512249443,7470,33273.942093541205,5572,24819.599109131403,1962,8739.420935412027,2178,9701.559020044544,64,285.07795100222717,1068,4757.238307349666,4052,18048.99777282851,130,579.0645879732739,0,0.0,104,463.2516703786191,502,2236.0801781737196,8388,37363.0289532294,0,0.0,1700,7572.38307349666,846,3768.37416481069,262,1167.0378619153676,584,2601.336302895323,1466,6530.066815144766,772,3438.7527839643653,5646,25149.22048997773,290,1291.759465478842,772,3438.7527839643653,1398,6227.1714922049,488,2173.719376391982,13116,58423.162583518926,32218,143510.02227171493
121,Himachal Pradesh,2004,6309,3211,3098,50895.54604533206,49104.45395466794,24652,390743.3824694881,224,3550.4834363607547,568,9003.011570771912,154,2440.9573624980185,384,6086.543033761293,1532,24282.770645110162,938,14867.64938976066,348,5515.929624346172,12,190.20446980504042,194,3074.9722618481533,504,7988.587731811697,24,380.40893961008084,0,0.0,2,31.700744967506736,16,253.6059597400539,2842,45046.75859882707,0,0.0,32,507.2119194801078,246,3899.1916310033284,48,760.8178792201617,198,3138.373751783167,220,3487.0819464257406,306,4850.213980028531,902,14297.035980345538,0,0.0,306,4850.213980028531,1124,17815.818671738787,50,792.5186241876685,1286,20383.579014106832,14030,222380.72594705978
122,India,2004,1079117,558354,520763,51741.7481144306,48258.2518855694,3664020,339538.71544976125,17274,1600.7532084102095,69134,6406.534231227939,55780,5169.040984434496,161364,14953.336848553032,184980,17141.792780578933,138846,12866.630773122839,103878,9626.203646129195,3058,283.3798374040999,28352,2627.3332734077953,116242,10771.955218942896,7870,729.2999739601916,4,0.3706734302211901,10622,984.3232939523704,14052,1302.175760367041,553736,51313.80563924023,178,16.49496764484296,20002,1853.552487821061,46654,4323.349553384851,15498,1436.174205392001,31156,2887.1753479928498,67216,6228.796321436878,36462,3378.8736531812588,384726,35651.92652881939,4680,433.6879133587924,36466,3379.2443266114797,119942,11114.828141897495,36916,3420.9450875113635,546090,50605.26337737242,1482052,137339.3246515438
123,Jammu & Kashmir,2004,10622,5598,5024,52701.93937111655,47298.060628883446,42382,399002.0711730371,640,6025.230653360949,1980,18640.557333835437,2224,20937.676520429297,1146,10788.92863867445,2840,26736.961024289212,844,7945.772924119751,828,7795.142157785728,64,602.5230653360949,210,1977.0288081340616,164,1543.965354923743,58,546.036527960836,0,0.0,56,527.207682169083,18,169.4596121257767,668,6288.83449444549,0,0.0,528,4970.815289022783,1470,13839.20165693843,206,1939.3711165505554,1264,11899.830540387875,1632,15364.338166070422,436,4104.688382602147,2732,25720.20335153455,0,0.0,436,4104.688382602147,2232,21012.99190359631,258,2428.9211071361324,3878,36509.131990208996,21354,201035.58651854642
124,Jharkhand,2004,28388,14622,13766,51507.67930111315,48492.320698886855,62878,221494.9978864309,334,1176.5534732985768,822,2895.589685782725,2286,8052.69832323517,1120,3945.3290122587014,2838,9997.181907848386,832,2930.815837677892,882,3106.946597153727,12,42.27138227420037,666,2346.06171621812,1176,4142.595462871635,230,810.2014935888404,0,0.0,1160,4086.233619839369,550,1937.4383542341834,4588,16161.758489502607,72,253.62829364520218,6,21.135691137100185,936,3297.1678173876285,580,2043.1168099196846,356,1254.0510074679444,2976,10483.30280400169,1594,5615.048612089616,7628,26870.508665633362,110,387.4876708468367,1594,5615.048612089616,4562,16070.170494575174,1560,5495.279695646048,8748,30815.837677892065,25938,91369.5927856841
125,Karnataka,2004,54926,27916,27010,50824.7460219204,49175.2539780796,228880,416706.1136802243,496,903.0331719040163,2870,5225.212103557514,2774,5050.431489640608,10370,18879.947565815826,12186,22186.214179077306,554,1008.6297928121473,5518,10046.244037432181,130,236.68208134581073,846,1540.2541601427376,3176,5782.325310417653,114,207.55197902632634,2,3.64126278993555,354,644.5035138185923,518,943.0870625933073,42464,77311.2915559116,0,0.0,114,207.55197902632634,1184,2155.6275716418454,612,1114.226413720278,572,1041.4011579215673,3038,5531.0781779121,580,1055.9662090813094,21816,39718.89451261698,218,396.89764410297494,582,1059.607471871245,12474,22710.556020828022,2048,3728.6530968940033,32186,58598.8420784328,105036,191231.8392018352
126,Kerala,2004,32707,15907,16801,48634.848809123425,51368.20864035222,208050,636102.3634084447,748,2286.9722077842666,4520,13819.671629926317,782,2390.9254899562784,3434,10499.281499373223,9160,28006.237196930324,84,256.8257559543828,7510,22961.445562112087,198,605.3749961781881,672,2054.6060476350626,6444,19702.204421071943,946,2892.3472039624544,0,0.0,258,788.8219647170331,62,189.56186749013972,41220,126028.06738618643,0,0.0,266,813.2815605222124,464,1418.6565567004004,180,550.3409056165347,284,868.3156510838659,834,2549.912862689944,960,2935.151496621518,7046,21542.789005411687,30,91.72348426942244,960,2935.151496621518,12922,39508.36212431589,1278,3907.4204298773966,10480,32042.070504784908,108212,330852.72265875805
127,Lakshadweep,2004,69,34,34,49275.36231884058,49275.36231884058,140,202898.5507246377,0,0.0,0,0.0,0,0.0,0,0.0,4,5797.101449275362,0,0.0,0,0.0,2,2898.550724637681,0,0.0,2,2898.550724637681,0,0.0,0,0.0,0,0.0,0,0.0,12,17391.304347826088,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,14492.753623188406,0,0.0,0,0.0,74,107246.37681159421,0,0.0,10,14492.753623188406,36,52173.91304347826
128,Madhya Pradesh,2004,64006,33364,30641,52126.36315345436,47872.074493016284,393734,615151.7045277006,1786,2790.3634034309284,13380,20904.290222791613,5126,8008.624191482048,12296,19210.698996969033,24616,38458.89447864262,8418,13151.89201012405,2574,4021.4979845639473,72,112.48945411367684,1096,1712.3394681748584,6872,10736.49345373871,376,587.4449270380902,0,0.0,294,459.33193763084705,1502,2346.655001093647,66570,104005.87444927038,0,0.0,1608,2512.2644752054493,1664,2599.7562728494204,496,774.9273505608849,1168,1824.8289222885353,4758,7433.678092678811,5750,8983.532793800581,32876,51363.93463112833,268,418.71074586757493,5750,8983.532793800581,4958,7746.148798550135,3052,4768.302971596413,45172,70574.63362809736,193822,302818.4857669594
129,Maharashtra,2004,101624,52923,48701,52077.26521294183,47922.73478705817,352604,346969.2198693222,2298,2261.2768637329764,5662,5571.518538927812,2926,2879.241124143903,22614,22252.61749193104,29318,28849.484373769974,19148,18842.005825395576,10334,10168.857750137762,436,429.0325120050382,3056,3007.1636621270563,11292,11111.54845312131,230,226.3244902778871,0,0.0,1258,1237.8965598677478,628,617.9642604109265,60244,59281.272140439265,0,0.0,1724,1696.449657561206,2090,2056.6008029599307,516,507.75407384082496,1574,1548.8467291191057,5392,5305.833267732031,2776,2731.638195701803,65290,64246.634653231515,630,619.9322994568212,2776,2731.638195701803,11960,11768.87349445013,4458,4386.75903329922,87904,86499.25214516257,88840,87420.29441864126
130,Manipur,2004,2251,1137,1114,50510.88405153266,49489.11594846735,5070,225233.22967569967,170,7552.199022656597,60,2665.482007996446,454,20168.81386050644,216,9595.735228787205,132,5864.060417592181,70,3109.729009329187,284,12616.614837849844,8,355.3976010661928,50,2221.235006663705,4,177.6988005330964,6,266.54820079964463,0,0.0,4,177.6988005330964,0,0.0,466,20701.910262105728,0,0.0,0,0.0,256,11372.72323411817,114,5064.415815193248,142,6308.307418924922,318,14127.054642381165,62,2754.3314082629945,272,12083.518436250555,4,177.6988005330964,62,2754.3314082629945,230,10217.681030653042,6,266.54820079964463,488,21679.253665037762,1998,88760.55086628166
131,Meghalaya,2004,2409,1221,1189,50684.931506849316,49356.5794935658,3504,145454.54545454547,30,1245.3300124533,68,2822.7480282274805,84,3486.9240348692406,276,11457.036114570361,284,11789.12411789124,102,4234.122042341221,88,3652.9680365296804,4,166.04400166044002,50,2075.5500207555,10,415.1100041511001,14,581.1540058115401,0,0.0,182,7555.002075550021,4,166.04400166044002,246,10211.706102117061,0,0.0,0,0.0,108,4483.188044831881,72,2988.7920298879203,36,1494.3960149439602,248,10294.728102947282,108,4483.188044831881,560,23246.160232461603,4,166.04400166044002,108,4483.188044831881,4,166.04400166044002,162,6724.782067247821,836,34703.19634703196,868,36031.548360315486
132,Mizoram,2004,923,477,447,51679.30660888408,48429.03575297941,3030,328277.35644637054,44,4767.063921993499,132,14301.191765980499,42,4550.3791982665225,0,0.0,500,54171.18093174431,0,0.0,40,4333.694474539545,12,1300.1083423618636,60,6500.541711809317,0,0.0,4,433.3694474539545,0,0.0,20,2166.8472372697724,0,0.0,160,17334.77789815818,0,0.0,0,0.0,30,3250.2708559046587,30,3250.2708559046587,0,0.0,70,7583.965330444204,40,4333.694474539545,1220,132177.68147345612,0,0.0,40,4333.694474539545,4,433.3694474539545,12,1300.1083423618636,1220,132177.68147345612,640,69339.11159263272
133,Nagaland,2004,2068,1087,981,52562.862669245646,47437.137330754354,1968,95164.41005802709,10,483.5589941972921,6,290.1353965183753,66,3191.4893617021276,52,2514.5067698259186,140,6769.825918762089,68,3288.201160541586,56,2707.9303675048354,0,0.0,22,1063.8297872340424,0,0.0,10,483.5589941972921,0,0.0,28,1353.9651837524177,0,0.0,104,5029.013539651837,0,0.0,2,96.71179883945841,46,2224.3713733075438,38,1837.5241779497098,8,386.84719535783364,140,6769.825918762089,36,1740.8123791102514,458,22147.001934235977,0,0.0,36,1740.8123791102514,12,580.2707930367505,234,11315.280464216634,510,24661.508704061896,478,23114.11992263056
134,Odisha,2004,38085,19296,18789,50665.616384403314,49334.38361559669,97478,255948.53616909546,686,1801.234081659446,3622,9510.305894709203,2394,6285.939346199291,2802,7357.227254824735,5984,15712.22265983983,5304,13926.74281213076,1610,4227.386110017067,28,73.51975843507942,542,1423.1324668504662,2384,6259.682289615334,50,131.2852829197847,0,0.0,476,1249.8358933963502,638,1675.2002100564528,9876,25931.46908231587,0,0.0,340,892.739923854536,1052,2762.24235263227,206,540.895365629513,846,2221.346987002757,2132,5598.004463699619,1540,4043.5867139293687,9132,23977.944072469476,0,0.0,1540,4043.5867139293687,2866,7525.272416962059,1904,4999.343573585401,11934,31335.17132729421,42116,110584.21950899305
135,Puducherry,2004,1019,507,512,49754.66143277723,50245.33856722277,9240,906771.3444553483,18,1766.4376840039256,100,9813.542688910697,36,3532.875368007851,644,63199.21491658489,172,16879.293424926396,352,34543.67026496565,70,6869.479882237488,4,392.54170755642787,14,1373.8959764474976,4,392.54170755642787,28,2747.791952894995,0,0.0,0,0.0,12,1177.6251226692837,1948,191167.81157998036,0,0.0,60,5888.1256133464185,20,1962.7085377821395,4,392.54170755642787,16,1570.1668302257115,50,4906.771344455348,8,785.0834151128557,624,61236.50637880275,0,0.0,8,785.0834151128557,294,28851.815505397448,2,196.27085377821393,1268,124435.72129538763,4780,469087.3405299313
136,Punjab,2004,25384,13570,11814,53458.871730223764,46541.128269776236,51260,201938.22880554682,104,409.70690198550267,522,2056.41348881185,1432,5641.348881184998,2264,8919.004097069019,3532,13914.276709738419,4362,17184.052946738102,5458,21501.733375354554,120,472.73873306019544,626,2466.1203907973527,1602,6311.062086353608,296,1166.0888748818152,0,0.0,34,133.94264103372203,226,890.3246139300347,8804,34683.26504884967,0,0.0,76,299.4011976047904,926,3647.967223447841,304,1197.6047904191616,622,2450.36243302868,1550,6106.208635360857,780,3072.80176489127,2910,11463.914276709738,158,622.4393318625906,780,3072.80176489127,32,126.06366214938544,172,677.5921840529467,5174,20382.918373778757,15274,60171.76173967854
137,Rajasthan,2004,59984,31256,28728,52107.22859429181,47892.77140570819,309718,516334.35582822084,1670,2784.075753534276,5650,9419.178447586022,4060,6768.471592424647,13296,22165.910909575887,11822,19708.588957055214,11158,18601.627100560152,16666,27784.07575353428,130,216.72445985596158,1770,2950.7868765004,13562,22609.362496665777,118,196.71912510002667,0,0.0,116,193.38490264070418,758,1263.6703120832221,51894,86513.07015204054,2,3.334222459322486,82,136.7031208322219,4768,7948.786343024806,1006,1677.1138970392105,3762,6271.672445985596,2558,4264.470525473459,2076,3460.9229127767408,24388,40657.50866897839,92,153.37423312883436,2076,3460.9229127767408,6202,10339.423846359028,1346,2243.931715124033,37684,62823.41957855428,135534,225950.2534009069
138,Sikkim,2004,562,299,262,53202.84697508897,46619.21708185053,1262,224555.1601423488,14,2491.103202846975,80,14234.87544483986,16,2846.9750889679713,12,2135.2313167259786,128,22775.80071174377,58,10320.284697508896,44,7829.1814946619215,2,355.8718861209964,8,1423.4875444839856,2,355.8718861209964,6,1067.6156583629893,0,0.0,0,0.0,0,0.0,156,27758.007117437723,0,0.0,0,0.0,10,1779.3594306049824,2,355.8718861209964,8,1423.4875444839856,32,5693.9501779359425,6,1067.6156583629893,134,23843.416370106763,0,0.0,6,1067.6156583629893,152,27046.26334519573,10,1779.3594306049824,146,25978.64768683274,392,69750.8896797153
