,STATE/UT,YEAR,POPULATION,MALES,FEMALES,MALES(per_100k),FEMALES(per_100k),TOTAL IPC CRIMES,TOTAL IPC CRIMES(per_100k),ARSON,ARSON(per_100k),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(per_100k),ATTEMPT TO MURDER,ATTEMPT TO MURDER(per_100k),AUTO THEFT,AUTO THEFT(per_100k),BURGLARY,BURGLARY(per_100k),CAUSING DEATH BY NEGLIGENCE,CAUSING DEATH BY NEGLIGENCE(per_100k),CHEATING,CHEATING(per_100k),COUNTERFIETING,COUNTERFIETING(per_100k),CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST(per_100k),CRUELTY BY HUSBAND OR HIS RELATIVES,CRUELTY BY HUSBAND OR HIS RELATIVES(per_100k),CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER(per_100k),CUSTODIAL RAPE,CUSTODIAL RAPE(per_100k),DACOITY,DACOITY(per_100k),DOWRY DEATHS,DOWRY DEATHS(per_100k),HURT/GREVIOUS HURT,HURT/GREVIOUS HURT(per_100k),IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES(per_100k),INSULT TO MODESTY OF WOMEN,INSULT TO MODESTY OF WOMEN(per_100k),KIDNAPPING & ABDUCTION,KIDNAPPING & ABDUCTION(per_100k),KIDNAPPING AND ABDUCTION OF OTHERS,KIDNAPPING AND ABDUCTION OF OTHERS(per_100k),KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS(per_100k),MURDER,MURDER(per_100k),OTHER RAPE,OTHER RAPE(per_100k),OTHER THEFT,OTHER THEFT(per_100k),PREPARATION AND ASSEMBLY FOR DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY(per_100k),RAPE,RAPE(per_100k),RIOTS,RIOTS(per_100k),ROBBERY,ROBBERY(per_100k),THEFT,THEFT(per_100k),OTHER IPC CRIMES,OTHER IPC CRIMES(per_100k)
246,Sikkim,2007,583,310,273,53173.24185248714,46826.75814751287,1334,228816.46655231563,2,343.0531732418525,26,4459.691252144083,28,4802.744425385935,22,3773.584905660377,166,28473.413379073758,68,11663.807890222984,68,11663.807890222984,6,1029.1595197255576,14,2401.3722126929674,14,2401.3722126929674,6,1029.1595197255576,0,0.0,0,0.0,0,0.0,190,32590.051457975987,0,0.0,0,0.0,18,3087.478559176672,0,0.0,18,3087.478559176672,18,3087.478559176672,48,8233.276157804461,214,36706.68953687822,0,0.0,48,8233.276157804461,30,5145.797598627788,12,2058.3190394511153,236,40480.2744425386,384,65866.20926243569
247,Tamil Nadu,2007,65629,32971,32658,50238.46165567051,49761.538344329485,345508,526456.2921879047,1306,1989.9739444452907,3080,4693.047280927639,4156,6332.566395953008,5802,8840.604001279922,7434,11327.30957351171,22970,34999.771442502555,5020,7649.05758125219,148,225.51006414847095,522,795.3800911182557,3952,6021.728199424036,56,85.32813238050252,0,0.0,176,268.1741303387222,416,633.8661262551616,33934,51705.800789285226,0,0.0,1750,2666.5041368907036,2540,3870.24029011565,346,527.2059607795334,2194,3343.034329336117,3266,4976.458577762879,1046,1593.8076155358149,20632,31437.321915616572,66,100.56529887702084,1046,1593.8076155358149,4750,7237.654085846196,990,1508.4794831553124,26434,40277.92591689649,221496,337497.1430312819
248,Tripura,2007,3449,1767,1682,51232.24122934184,48767.75877065816,8546,247781.9657871847,46,1333.7199188170484,488,14149.028703972166,116,3363.293708321253,110,3189.3302406494636,386,11191.649753551754,406,11771.527979124385,170,4928.964917367353,20,579.8782255726297,84,2435.4885474050448,1090,31603.36329370832,4,115.97564511452595,0,0.0,28,811.8295158016816,72,2087.5616120614673,1092,31661.351116265585,0,0.0,8,231.9512902290519,226,6552.623948970717,64,1855.6103218324151,162,4697.013627138301,276,8002.319512902291,314,9104.088141490287,712,20643.66483038562,4,115.97564511452595,314,9104.088141490287,284,8234.270803131343,128,3711.2206436648303,822,23832.995071035082,2482,71962.88779356335
249,Uttar Pradesh,2007,186755,98421,88335,52700.59703890123,47299.93842199673,300516,160914.5672137292,536,287.0070413108083,5044,2700.8647693502185,8848,4737.758025220208,21718,11629.139782067414,10114,5415.651522047602,15310,8197.906347888946,16798,8994.67216406522,674,360.90064523038205,7278,3897.084415410565,15300,8192.551738909266,3232,1730.6096222323365,0,0.0,874,467.9928248239673,4152,2223.2336483628283,21388,11452.437685737998,0,0.0,5764,3086.396615887125,8956,4795.587802200745,2230,1194.0778024684748,6726,3601.50999973227,10000,5354.6089796792585,3296,1764.8791197022836,23914,12805.01191400498,164,87.81558726673984,3296,1764.8791197022836,8990,4813.793472731654,4338,2322.8293753848625,45632,24434.151696072397,103828,55595.8341142138
250,Uttarakhand,2007,9365,4774,4591,50977.04217832355,49022.95782167646,19198,204997.3304858516,74,790.176187933796,292,3117.992525360384,456,4869.193806727176,1130,12066.20395088094,1096,11703.15002669514,1216,12984.516817939135,1394,14885.210891617726,78,832.8884143085958,326,3481.0464495461824,926,9887.880405766151,100,1067.8056593699946,0,0.0,92,982.3812066203951,140,1494.9279231179926,1772,18921.516284036305,0,0.0,126,1345.4351308061932,506,5403.096636412173,52,555.2589428723973,454,4847.8376935397755,536,5723.438334223171,234,2498.6652429257874,2056,21954.08435664709,12,128.13667912439936,234,2498.6652429257874,918,9802.45595301655,346,3694.6075814201813,3186,34020.288307528026,5372,57362.52002135611
251,West Bengal,2007,86125,44394,41731,51546.008708272864,48453.991291727136,162204,188335.5587808418,242,280.9869375907112,4562,5296.952104499274,1754,2036.5747460087084,4842,5622.060957910015,798,926.5602322206097,7606,8831.349782293179,4812,5587.227866473149,254,294.9201741654572,1344,1560.522496371553,19800,22989.840348330916,788,914.9492017416546,0,0.0,292,339.0420899854862,902,1047.3149492017417,13818,16044.121915820027,10,11.611030478955007,198,229.89840348330912,3600,4179.970972423803,420,487.66328011611034,3180,3692.307692307693,3304,3836.284470246734,4212,4890.566037735849,22652,26301.306240928883,2300,2670.5370101596513,4212,4890.566037735849,7454,8654.862119013063,854,991.5820029027576,27494,31923.3671988389,55806,64796.51669085631
252,A&N Islands,2008,449,244,205,54342.98440979955,45657.01559020045,1764,392873.0512249443,30,6681.5144766147,48,10690.42316258352,22,4899.77728285078,22,4899.77728285078,156,34743.87527839644,8,1781.7371937639198,38,8463.251670378619,2,445.43429844097994,24,5345.21158129176,52,11581.29175946548,4,890.8685968819599,0,0.0,0,0.0,4,890.8685968819599,214,47661.46993318486,0,0.0,6,1336.30289532294,34,7572.38307349666,8,1781.7371937639198,26,5790.64587973274,16,3563.4743875278396,24,5345.21158129176,234,52115.81291759465,0,0.0,24,5345.21158129176,32,7126.948775055679,28,6236.08017817372,256,57015.59020044543,766,170601.3363028953
253,Andhra Pradesh,2008,82375,41475,40900,50349.013657056144,49650.986342943856,358550,435265.5538694992,2042,2478.907435508346,9460,11484.066767830045,3884,4715.022761760243,14594,17716.540212443095,16664,20229.438543247343,25722,31225.49317147193,16786,20377.54172989378,758,920.1820940819424,1980,2403.641881638847,20612,25022.154779969653,330,400.6069802731411,0,0.0,220,267.0713201820941,1112,1349.9241274658575,96334,116945.67526555386,0,0.0,7102,8621.54779969651,3940,4783.004552352048,1148,1393.6267071320183,2792,3389.3778452200304,5380,6531.107738998483,2514,3051.896813353566,36130,43860.39453717754,22,26.707132018209407,2514,3051.896813353566,3860,4685.887708649469,1246,1512.5948406676782,50724,61576.93474962064,87858,106656.14567526555
254,Arunachal Pradesh,2008,1198,631,567,52671.11853088481,47328.88146911519,4748,396327.2120200334,20,1669.449081803005,144,12020.033388981637,74,6176.961602671119,120,10016.69449081803,490,40901.50250417362,208,17362.270450751254,56,4674.457429048414,2,166.9449081803005,86,7178.631051752922,26,2170.2838063439067,4,333.889816360601,0,0.0,28,2337.228714524207,0,0.0,958,79966.61101836394,0,0.0,2,166.9449081803005,158,13188.64774624374,64,5342.237061769616,94,7846.4106844741245,144,12020.033388981637,84,7011.6861435726205,770,64273.78964941569,0,0.0,84,7011.6861435726205,36,3005.0083472454094,158,13188.64774624374,890,74290.48414023372,1180,98497.49582637729
255,Assam,2008,29435,15141,14294,51438.76337693223,48561.23662306778,106666,362378.1212841855,886,3010.0220825547817,2544,8642.772209954135,834,2833.3616443010023,4202,14275.522337353492,6294,21382.70766094785,4518,15349.074231357226,1992,6767.453711567861,182,618.3115338882283,1360,4620.349923560387,6956,23631.730932563274,142,482.4188890776287,0,0.0,624,2119.9252590453543,206,699.847120774588,12214,41494.819092916594,0,0.0,4,13.589264481059962,4478,15213.181586546629,900,3057.5845082384917,3578,12155.597078308136,2852,9689.145574995753,2876,9770.681161882114,11822,40163.07117377272,148,502.8027857992186,2876,9770.681161882114,5200,17666.04382537795,1136,3859.3511126210296,16024,54438.59351112621,35196,119571.93816884661
256,Bihar,2008,93633,48608,45025,51913.32115813869,48086.67884186131,245338,262020.86871081777,1544,1648.991274443839,1998,2133.863061100253,5908,6309.741223713862,5350,5713.797485929106,6828,7292.300791387652,9184,9808.50768425662,5482,5854.773423899694,138,147.38393515106853,2704,2887.8707293368793,3984,4254.910127839544,772,824.4956372219195,0,0.0,1372,1465.2953552700437,2420,2584.5588627941006,33288,35551.56835730992,44,46.9919793235291,42,44.855980263368686,6094,6508.3891363087805,2516,2687.0868176818003,3578,3821.3023186269797,6278,6704.901049843538,2604,2781.0707763288588,21062,22494.206102549317,120,128.1599436096248,2604,2781.0707763288588,16198,17299.45638823919,3184,3400.510503775378,26412,28208.00358847842,108740,116134.26890092168
257,Chandigarh,2008,1227,705,522,57457.21271393643,42542.78728606357,7862,640749.7962510188,4,325.99837000814995,38,3096.9845150774245,56,4563.9771801141,2188,178321.10839445802,514,41890.79054604727,22,1792.9910350448247,426,34718.82640586797,0,0.0,74,6030.969845150774,98,7986.960065199673,12,977.9951100244499,0,0.0,2,162.99918500407497,6,488.99755501222495,146,11898.940505297473,0,0.0,4,325.99837000814995,100,8149.959250203749,16,1303.9934800325998,84,6845.9657701711485,34,2770.9861450692747,40,3259.983700081499,1794,146210.26894865526,8,651.9967400162999,40,3259.983700081499,170,13854.930725346374,46,3748.9812550937245,3982,324531.3773431133,2080,169519.15240423798
258,Chhattisgarh,2008,23269,11682,11587,50204.13425587692,49795.86574412308,102884,442150.50066612236,604,2595.7282220980705,3242,13932.700159009843,1472,6326.013150543641,4244,18238.8585671924,8224,35343.1604280373,5600,24066.3543770682,1124,4830.461128540118,142,610.2539859899437,338,1452.5763891873307,1794,7709.828527225062,36,154.7122781382956,0,0.0,248,1065.7956938415919,212,911.0834157032963,17130,73617.25901413898,0,0.0,250,1074.3908204048305,546,2346.46955176415,114,489.92221410460274,432,1856.5473376595469,2338,10047.702952425974,1956,8406.033778847393,7914,34010.915810735314,34,146.11715157505694,1956,8406.033778847393,2288,9832.824788345008,1000,4297.563281619322,12158,52249.774377927715,42148,181133.69719369116
259,D&N Haveli,2008,299,172,127,57525.08361204013,42474.916387959864,802,268227.42474916385,12,4013.377926421405,8,2675.5852842809363,4,1337.7926421404682,36,12040.133779264213,98,32775.91973244147,20,6688.963210702341,48,16053.51170568562,2,668.8963210702341,20,6688.963210702341,8,2675.5852842809363,0,0.0,0,0.0,2,668.8963210702341,0,0.0,52,17391.304347826088,0,0.0,0,0.0,34,11371.237458193978,12,4013.377926421405,22,7357.859531772576,18,6020.066889632107,12,4013.377926421405,72,24080.267558528427,0,0.0,12,4013.377926421405,48,16053.51170568562,0,0.0,108,36120.40133779264,308,103010.03344481606
260,Daman & Diu,2008,238,148,89,62184.873949579836,37394.95798319328,496,208403.36134453784,6,2521.008403361345,4,1680.672268907563,4,1680.672268907563,62,26050.42016806723,90,37815.126050420164,78,32773.10924369748,4,1680.672268907563,2,840.3361344537815,8,3361.344537815126,10,4201.680672268908,0,0.0,0,0.0,4,1680.672268907563,0,0.0,24,10084.03361344538,0,0.0,2,840.3361344537815,8,3361.344537815126,6,2521.008403361345,2,840.3361344537815,4,1680.672268907563,0,0.0,36,15126.050420168067,0,0.0,0,0.0,70,29411.764705882353,8,3361.344537815126,98,41176.470588235294,72,30252.100840336134
261,Delhi UT,2008,16955,9365,7590,55234.44411677971,44765.55588322029,98700,582129.165437924,82,483.6331465644353,1222,7207.313476850487,778,4588.616927160129,22040,129991.153052197,3852,22718.961958124448,1452,8563.845473311707,2986,17611.32409318785,82,483.6331465644353,710,4187.555293423769,2774,16360.955470362725,132,778.5314066647007,0,0.0,48,283.1023296962548,258,1521.6750221173695,3872,22836.921262164553,0,0.0,260,1533.4709525213802,3134,18484.222943084635,862,5084.046004128576,2272,13400.17693895606,1108,6534.945443821881,932,5496.903568268947,15694,92562.6658802713,268,1580.6546741374227,932,5496.903568268947,142,837.5110586847537,1082,6381.598348569743,37734,222553.81893246828,35792,211099.97051017397
262,Goa,2008,1596,832,763,52130.325814536336,47807.01754385965,5484,343609.02255639096,54,3383.458646616541,64,4010.0250626566412,50,3132.832080200501,476,29824.56140350877,604,37844.61152882205,460,28822.05513784461,210,13157.894736842105,44,2756.892230576441,94,5889.724310776942,24,1503.7593984962405,22,1378.4461152882204,0,0.0,6,375.9398496240601,4,250.62656641604008,370,23182.957393483706,0,0.0,24,1503.7593984962405,72,4511.278195488721,16,1002.5062656641603,56,3508.771929824561,98,6140.350877192982,60,3759.398496240601,726,45488.721804511275,0,0.0,60,3759.398496240601,204,12781.954887218044,46,2882.205513784461,1202,75313.28320802006,1772,111027.56892230577
263,Gujarat,2008,56626,29672,26954,52399.95761664253,47600.04238335747,247616,437283.2267862819,726,1282.0965634160987,1656,2924.451665312754,974,1720.0579239218732,19894,35132.27139476566,10106,17846.92544061032,9868,17426.623812383004,2334,4121.781513792251,380,671.069826581429,2334,4121.781513792251,12188,21523.681700985413,70,123.61812594921061,0,0.0,512,904.1782926570834,54,95.36255430367676,21794,38487.6205276728,0,0.0,244,430.8974675943913,2646,4672.765160880161,408,720.5170769611133,2238,3952.248083919048,2212,3906.3327799950553,748,1320.9479744287075,21536,38031.99943488857,28,49.44725037968425,748,1320.9479744287075,3618,6389.291138346342,2644,4669.233214424469,41430,73164.27082965423,131050,231430.79150920073
264,Haryana,2008,24171,13046,11125,53973.77022051218,46026.22977948782,110688,457937.1974680402,278,1150.1385958379876,870,3599.3545984857883,1232,5097.01708659137,15348,63497.57974432171,8498,35157.8337677382,2646,10947.002606429192,2300,9515.5351454222,80,330.9751354929461,1526,6313.350709527947,4870,20148.11137313309,184,761.242811633776,0,0.0,240,992.9254064788383,604,2498.862272971743,9008,37267.80025650573,0,0.0,1210,5005.998924330809,1708,7066.3191427744,420,1737.619461337967,1288,5328.699681436432,1842,7620.702494725083,1262,5221.132762401225,10070,41661.49518017459,514,2126.5152455421785,1262,5221.132762401225,2368,9796.864010591204,1110,4592.280004964628,25418,105159.0749244963,42920,177568.16019196558
265,Himachal Pradesh,2008,6595,3364,3231,51008.33965125094,48991.66034874905,27952,423836.23957543593,254,3851.4025777103866,590,8946.171341925701,118,1789.23426838514,664,10068.233510235026,1770,26838.514025777105,970,14708.11220621683,496,7520.849128127369,22,333.5860500379075,274,4154.662623199393,686,10401.819560272934,10,151.6300227445034,0,0.0,12,181.95602729340408,6,90.97801364670204,2516,38150.11372251706,0,0.0,82,1243.366186504928,302,4579.226686884003,28,424.5640636846095,274,4154.662623199393,258,3912.0545868081877,314,4761.182714177407,1640,24867.32373009856,0,0.0,314,4761.182714177407,1254,19014.404852160726,40,606.5200909780136,2304,34935.55724033359,15674,237664.89764973463
266,India,2008,1144734,592451,552283,51754.46872373844,48245.53127626156,4186758,365740.6873561893,18498,1615.9212533217324,80826,7060.679598928659,57196,4996.444588873922,240064,20971.160112305566,187484,16377.95330618292,184372,16106.099757672962,133158,11632.221983447682,5982,522.5668146486432,32974,2880.49450789441,162688,14211.860571975674,7726,674.9166181837876,0,0.0,9060,791.4502408419772,16344,1427.755268909633,569938,49787.81096743872,134,11.705776189053527,24428,2133.945527956713,60522,5286.992436670877,14644,1279.249153078357,45878,4007.74328359252,65532,5724.648695679521,42934,3750.5656335882395,393458,34371.12901337778,6434,562.0519701520179,42934,3750.5656335882395,132036,11534.20794699904,41044,3585.4617753993507,633522,55342.28912568334,1713926,149722.6429895504
267,Jammu & Kashmir,2008,11257,5912,5345,52518.43297503775,47481.56702496225,41208,366065.55920760415,460,4086.346273429866,1870,16611.885937638803,1140,10127.032068934885,1378,12241.272097361641,2694,23931.775783956648,586,5205.64981789109,784,6964.555387758728,46,408.63462734298656,174,1545.7048947321666,324,2878.209114328862,62,550.7684107666341,0,0.0,6,53.30016878386781,42,373.1011814870747,546,4850.315359331971,0,0.0,592,5258.949986674958,1408,12507.77294128098,96,852.802700541885,1312,11654.970240739096,474,4210.713333925557,438,3890.912321222351,3018,26809.98489828551,0,0.0,438,3890.912321222351,3564,31660.30025761748,134,1190.370436173048,4396,39051.256995647156,21468,190708.00390867903
268,Jharkhand,2008,30181,15539,14642,51486.03425996487,48513.96574003512,77372,256359.96156522314,328,1086.7764487591533,542,1795.831814717869,2122,7030.9134886186675,4330,14346.774460753453,2750,9111.692786852656,2620,8680.958218746893,1800,5964.017096849011,48,159.0404559159736,538,1782.5784433915376,1702,5639.309499353898,224,742.1887942745436,0,0.0,832,2756.701235876876,532,1762.698386402041,5652,18727.013684105896,78,258.44074086345717,46,152.41377025280804,1584,5248.33504522713,586,1941.6188993075114,998,3306.7161459196186,3394,11245.485570391967,1582,5241.708359563964,10208,33822.60362479706,100,331.33428315827837,1582,5241.708359563964,5152,17070.342268314504,1522,5042.907789668997,14538,48169.37808555051,29686,98359.89529836652
269,Karnataka,2008,57550,29212,28338,50759.33970460469,49240.66029539531,255080,443231.97219808865,530,920.9383145091225,3908,6790.616854908775,2950,5125.977410947003,17920,31138.140747176367,12516,21748.045178105996,1144,1987.836663770634,7338,12750.651607298003,236,410.07819287576024,848,1473.501303214596,5276,9167.680278019114,162,281.4943527367506,0,0.0,540,938.3145091225022,518,900.0868809730669,38318,66582.1025195482,2,3.475238922675934,88,152.9105125977411,1516,2634.231103388358,706,1226.7593397046048,810,1407.4717636837534,3396,5900.955690703736,892,1549.9565595134666,17720,30790.616854908774,496,861.8592528236317,892,1549.9565595134666,12026,20896.611642050393,3230,5612.510860121633,35640,61928.75760208514,123510,214613.3796698523
270,Kerala,2008,33802,16466,17336,48713.09389976924,51286.90610023076,221240,654517.4841725341,778,2301.638956274777,5490,16241.642506360571,868,2567.8953908052777,3962,11721.199928998283,7764,22969.0550854979,74,218.92195728063427,7318,21649.60653215786,92,272.1732441867345,870,2573.812200461511,8276,24483.75835749364,190,562.0969173421691,0,0.0,182,538.4296787172357,62,183.42109934323415,38356,113472.57558724335,0,0.0,516,1526.5368913082066,506,1496.9528430270398,174,514.7624400923022,332,982.1904029347377,724,2141.885095556476,1136,3360.747884740548,7674,22702.798650967397,534,1579.788178214307,1136,3360.747884740548,16114,47671.73540027218,1632,4828.116679486421,11636,34423.99857996568,118122,349452.6951067984
271,Lakshadweep,2008,74,37,37,50000.0,50000.0,190,256756.75675675675,4,5405.405405405406,0,0.0,0,0.0,2,2702.702702702703,6,8108.108108108108,0,0.0,0,0.0,0,0.0,0,0.0,2,2702.702702702703,0,0.0,0,0.0,0,0.0,0,0.0,24,32432.432432432433,0,0.0,0,0.0,2,2702.702702702703,0,0.0,2,2702.702702702703,2,2702.702702702703,4,5405.405405405406,14,18918.91891891892,0,0.0,4,5405.405405405406,24,32432.432432432433,0,0.0,16,21621.621621621623,106,143243.24324324325
272,Madhya Pradesh,2008,68737,35851,32886,52156.77146224014,47843.22853775987,413112,601003.8261780409,1796,2612.8577040022114,12890,18752.636862243042,4564,6639.800980549049,21066,30647.249661754224,22144,32215.546212374702,12016,17481.123703391186,2736,3980.389019014505,94,136.75313150122932,1140,1658.4954245893769,6370,9267.206890030115,408,593.5667835372507,0,0.0,320,465.5425753233339,1610,2342.2610820955233,72688,105747.99598469528,0,0.0,1516,2205.507950594294,1858,2703.0565779711073,386,561.5607314837715,1472,2141.4958464873357,4644,6756.186624379882,5874,8545.615898278947,28100,40880.457395580255,248,360.79549587558375,5874,8545.615898278947,5536,8053.8865530936755,4468,6500.13820795205,49166,71527.70705733448,201026,292456.7554592141
273,Maharashtra,2008,107972,56321,51651,52162.59771051754,47837.40228948246,412486,382030.52643277886,2576,2385.803726892157,7238,6703.589819582854,3674,3402.7340421590784,33800,31304.412255029078,32008,29644.72270588671,24944,23102.285777794244,14592,13514.6149001593,810,750.1944948690401,3760,3482.3843218612233,15658,14501.90790204868,222,205.6088615566999,0,0.0,1622,1502.2413218241766,780,722.4095135775941,59484,55092.06090467898,0,0.0,2182,2020.8943059311673,2758,2554.3659467269295,762,705.7385248027266,1996,1848.6274219242025,5590,5177.268180639425,3116,2885.9333901381838,71920,66609.86181602637,548,507.5389915904123,3116,2885.9333901381838,18776,17389.693624272957,6062,5614.418552958175,105720,97914.27407105546,100366,92955.58107657541
274,Manipur,2008,2364,1193,1171,50465.3130287648,49534.68697123519,6698,283333.3333333334,82,3468.6971235194583,114,4822.33502538071,996,42131.97969543147,446,18866.328257191202,152,6429.780033840947,4,169.2047377326565,322,13620.98138747885,6,253.80710659898475,48,2030.456852791878,56,2368.866328257191,8,338.409475465313,0,0.0,2,84.60236886632825,2,84.60236886632825,602,25465.31302876481,0,0.0,0,0.0,352,14890.016920473772,178,7529.610829103214,174,7360.406091370558,374,15820.642978003385,76,3214.8900169204735,446,18866.328257191202,424,17935.70219966159,76,3214.8900169204735,96,4060.913705583756,14,592.2165820642978,892,37732.656514382405,2076,87817.25888324872
275,Meghalaya,2008,2530,1280,1250,50592.885375494065,49407.11462450593,4636,183241.10671936758,56,2213.4387351778655,108,4268.774703557313,110,4347.826086956522,274,10830.0395256917,336,13280.632411067194,128,5059.288537549407,208,8221.343873517786,20,790.5138339920948,64,2529.6442687747035,64,2529.6442687747035,12,474.30830039525694,0,0.0,126,4980.237154150197,4,158.10276679841897,408,16126.482213438736,0,0.0,8,316.20553359683794,112,4426.877470355731,62,2450.592885375494,50,1976.2845849802372,252,9960.474308300394,176,6956.521739130435,1064,42055.33596837945,0,0.0,176,6956.521739130435,16,632.4110671936759,130,5138.339920948617,1338,52885.37549407115,960,37944.66403162055
276,Mizoram,2008,970,500,470,51546.391752577314,48453.60824742268,3978,410103.0927835051,36,3711.340206185567,156,16082.474226804125,20,2061.855670103093,54,5567.010309278351,676,69690.72164948453,106,10927.835051546392,114,11752.577319587628,30,3092.7835051546394,68,7010.309278350515,10,1030.9278350515465,12,1237.1134020618556,0,0.0,8,824.7422680412371,0,0.0,236,24329.896907216495,0,0.0,0,0.0,18,1855.6701030927834,16,1649.4845360824743,2,206.18556701030928,70,7216.494845360824,154,15876.288659793814,1440,148453.60824742267,0,0.0,154,15876.288659793814,2,206.18556701030928,12,1237.1134020618556,1494,154020.61855670103,756,77938.14432989691
277,Nagaland,2008,2171,1140,1031,52510.363887609405,47489.6361123906,2404,110732.38139106403,28,1289.7282358360203,30,1381.851681252879,94,4329.801934592354,364,16766.467065868263,254,11699.677567941042,88,4053.4315983417778,62,2855.8268079226164,8,368.49378166743435,32,1473.9751266697374,8,368.49378166743435,26,1197.6047904191616,0,0.0,12,552.7406725011516,0,0.0,92,4237.678489175495,0,0.0,2,92.12344541685859,88,4053.4315983417778,74,3408.567480423768,14,644.8641179180102,286,13173.652694610779,38,1750.3454629203131,326,15016.121602947951,0,0.0,38,1750.3454629203131,8,368.49378166743435,174,8014.739751266698,690,31782.588668816214,384,17687.70152003685
278,Odisha,2008,39655,20068,19586,50606.48089774304,49390.997352162405,113510,286243.85323414445,1738,4382.801664355063,5564,14031.017526163156,2830,7136.552767620728,3950,9960.912873534233,6200,15634.850586306897,7070,17828.77316857899,2488,6274.114235279284,52,131.13100491741267,684,1724.87706468289,3236,8160.383306014373,168,423.6540158870256,0,0.0,610,1538.2675576850334,802,2022.4435758416344,14026,35370.06682637751,0,0.0,564,1422.2670533350145,1816,4579.498171731181,292,736.3510276131635,1524,3843.147144118018,2500,6304.375236414071,2226,5613.415710503089,10888,27456.815029630565,134,337.9145126717942,2226,5613.415710503089,5442,13723.36401462615,2690,6783.5077543815405,14838,37417.7279031648,37832,95402.84957760686
279,Puducherry,2008,1204,613,590,50913.62126245847,49003.322259136214,9978,828737.5415282393,18,1495.016611295681,130,10797.34219269103,70,5813.953488372093,886,73588.03986710963,180,14950.166112956811,414,34385.382059800664,106,8803.986710963454,4,332.22591362126246,26,2159.468438538206,24,1993.3554817275747,6,498.33887043189367,0,0.0,20,1661.1295681063125,4,332.22591362126246,1746,145016.61129568107,0,0.0,42,3488.3720930232557,34,2823.920265780731,16,1328.9036544850499,18,1495.016611295681,70,5813.953488372093,16,1328.9036544850499,490,40697.67441860465,6,498.33887043189367,16,1328.9036544850499,330,27408.637873754156,20,1661.1295681063125,1376,114285.71428571428,5336,443189.36877076415
280,Punjab,2008,26722,14335,12386,53644.93675623082,46351.32100890652,70628,264306.5638799491,150,561.3352293989971,776,2903.974253424145,1912,7155.153057405883,4364,16331.112940648154,5242,19616.79515006362,5690,21293.31636853529,6384,23890.427363221315,156,583.788638574957,472,1766.334855175511,1968,7364.718209714842,292,1092.7325798967142,0,0.0,80,299.37878901279845,256,958.012124840955,11194,41890.57705261582,0,0.0,98,366.7390165406781,1436,5373.849262779732,408,1526.8318239652722,1028,3847.01743881446,1538,5755.5572187710495,1034,3869.47084799042,6762,25304.992141306786,244,913.1053064890352,1034,3869.47084799042,2,7.484469725319961,334,1249.9064441284333,11126,41636.10508195494,20244,75757.80255968864
281,Rajasthan,2008,64534,33656,30877,52152.35379799795,47846.09663123315,302348,468509.62283447484,1230,1905.972045743329,5040,7809.836675240958,3298,5110.484395822357,19714,30548.238138035766,9472,14677.534322992531,14644,22691.914339727897,24194,37490.315182694394,102,158.05621842749557,1474,2284.067313354201,16226,25143.335296122976,108,167.35364304087767,0,0.0,128,198.34505841881798,878,1360.5231350915797,42234,65444.57185359656,0,0.0,38,58.88368921808659,4716,7307.7757461183255,990,1534.0750612080453,3726,5773.70068491028,2594,4019.586574518858,2710,4199.336783710912,21108,32708.339789878206,154,238.6338984101404,2710,4199.336783710912,2780,4307.806737533703,1658,2569.1883348312517,40822,63256.57792791397,127848,198109.52366194563
282,Sikkim,2008,591,314,276,53130.287648054145,46700.5076142132,1460,247038.91708967852,46,7783.417935702199,38,6429.780033840947,14,2368.866328257191,18,3045.6852791878173,162,27411.167512690354,80,13536.37901861252,92,15566.835871404399,0,0.0,12,2030.456852791878,10,1692.047377326565,6,1015.228426395939,0,0.0,2,338.409475465313,0,0.0,200,33840.9475465313,0,0.0,0,0.0,8,1353.637901861252,0,0.0,8,1353.637901861252,18,3045.6852791878173,40,6768.18950930626,236,39932.31810490694,0,0.0,40,6768.18950930626,34,5752.961082910321,14,2368.866328257191,254,42978.00338409475,430,72758.03722504231
